gamepadLx,gamepadLy,frontSensor,rightSensor,leftSensor,pwm,pwmLeft,pwmRight
128.0,128.0,172.5546233654022,59.05542755126953,58.355699300766,0.0,0.0,0.0
128.0,128.0,172.2313570976257,59.05542755126953,58.355699300766,0.0,0.0,0.0
128.0,128.0,172.2313570976257,59.05542755126953,58.62576985359191,0.0,0.0,0.0
128.0,128.0,172.2313570976257,59.05951952934265,58.355699300766,0.0,0.0,0.0
128.0,128.0,172.5546233654022,59.05542755126953,58.355699300766,0.0,0.0,0.0
128.0,128.0,172.2313570976257,58.93676018714905,58.355699300766,0.0,0.0,0.0
128.0,128.0,171.88763093948367,58.93676018714905,58.71579337120056,0.0,0.0,0.0
128.0,128.0,171.88763093948367,58.90402436256409,58.71579337120056,0.0,0.0,0.0
128.0,128.0,171.88763093948367,58.90402436256409,58.71579337120056,0.0,0.0,0.0
128.0,128.0,172.57508325576782,58.81400084495544,58.71579337120056,0.0,0.0,0.0
128.0,128.0,172.40322017669678,58.76898908615112,58.07744479179382,0.0,0.0,0.0
128.0,128.0,172.40322017669678,58.76898908615112,58.1142725944519,0.0,0.0,0.0
128.0,128.0,172.40322017669678,58.76898908615112,58.1142725944519,0.0,0.0,0.0
128.0,128.0,172.3336565494537,58.81400084495544,58.1142725944519,0.0,0.0,0.0
128.0,128.0,172.3336565494537,58.76898908615112,58.1142725944519,0.0,0.0,0.0
128.0,128.0,171.88763093948367,58.81400084495544,58.73216128349304,0.0,0.0,0.0
128.0,128.0,171.88763093948367,58.90402436256409,58.73216128349304,0.0,0.0,0.0
128.0,128.0,171.87126302719116,59.00632381439209,58.64622974395752,0.0,0.0,0.0
128.0,128.0,171.69939994812015,59.00632381439209,58.64622974395752,0.0,0.0,0.0
128.0,128.0,171.69939994812015,59.00632381439209,58.64622974395752,0.0,0.0,0.0
128.0,128.0,171.69939994812015,59.00632381439209,58.52347040176391,0.0,0.0,0.0
128.0,128.0,171.37613368034366,59.10862326622009,58.52347040176391,0.0,0.0,0.0
128.0,122.0,171.3720417022705,59.10862326622009,58.52347040176391,0.002197265625,0.002197265625,0.002197265625
128.0,119.0,171.37613368034366,59.145451068878174,58.52347040176391,0.00494384765625,0.00494384765625,0.00494384765625
128.0,116.0,171.37613368034366,59.145451068878174,58.64622974395752,0.0087890625,0.0087890625,0.0087890625
