gamepadLx,gamepadLy,frontSensor,rightSensor,leftSensor,pwm,pwmLeft,pwmRight
128.0,0.0,189.2908136844635,53.7399480342865,57.84011006355285,1.0,1.0,0.959375
128.0,0.0,189.2908136844635,53.7399480342865,57.84011006355285,1.0,1.0,0.953125
128.0,0.0,189.2908136844635,53.7399480342865,57.82374215126037,1.0,1.0,0.953125
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.95
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.94375
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.9406249999999999
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.934375
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.93125
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.928125
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.921875
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.91875
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.9125
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.9093749999999999
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.903125
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.8937499999999999
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.8875
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.8781249999999999
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.871875
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.865625
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.859375
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.8500000000000001
128.0,0.0,189.2908136844635,53.41258978843689,57.82374215126037,1.0,1.0,0.84375
128.0,0.0,187.3512160778046,53.41258978843689,57.786914348602295,1.0,1.0,0.8375000000000001
128.0,0.0,187.3512160778046,53.39622187614441,57.786914348602295,1.0,1.0,0.8281250000000001
128.0,0.0,187.3512160778046,53.39622187614441,57.786914348602295,1.0,1.0,0.8187500000000001
128.0,0.0,187.3512160778046,53.39622187614441,57.786914348602295,1.0,1.0,0.8125000000000002
128.0,0.0,187.3512160778046,53.39622187614441,57.786914348602295,1.0,1.0,0.8062500000000001
128.0,0.0,187.3512160778046,53.39622187614441,57.786914348602295,1.0,1.0,0.7968750000000002
128.0,0.0,187.3512160778046,53.39622187614441,57.786914348602295,1.0,1.0,0.7906250000000002
128.0,0.0,187.3512160778046,53.39622187614441,57.786914348602295,1.0,1.0,0.7843750000000003
128.0,0.0,187.3512160778046,53.39622187614441,57.786914348602295,1.0,1.0,0.7781250000000003
128.0,0.0,187.3512160778046,53.39622187614441,57.786914348602295,1.0,1.0,0.7687500000000003
128.0,0.0,183.98761010169983,53.39622187614441,57.51275181770325,1.0,1.0,0.7625000000000004
128.0,0.0,183.98761010169983,53.41258978843689,57.51275181770325,1.0,1.0,0.7562500000000003
128.0,0.0,183.98761010169983,53.41258978843689,57.51275181770325,1.0,1.0,0.7468750000000004
128.0,0.0,183.98761010169983,53.41258978843689,57.51275181770325,1.0,1.0,0.7406250000000004
128.0,0.0,183.98761010169983,53.41258978843689,57.51275181770325,1.0,1.0,0.7343750000000004
128.0,0.0,183.98761010169983,53.41258978843689,57.51275181770325,1.0,1.0,0.7281250000000005
128.0,0.0,183.98761010169983,53.41258978843689,57.51275181770325,1.0,1.0,0.7218750000000005
128.0,0.0,183.98761010169983,53.41258978843689,57.51275181770325,1.0,1.0,0.7156250000000005
128.0,0.0,183.98761010169983,53.41258978843689,57.51275181770325,1.0,1.0,0.7093750000000005
128.0,0.0,182.57996964454648,53.41258978843689,57.18948554992676,1.0,1.0,0.7000000000000006
128.0,0.0,182.57996964454648,53.41258978843689,57.18948554992676,1.0,1.0,0.6937500000000005
128.0,0.0,182.57996964454648,53.41258978843689,57.18948554992676,1.0,1.0,0.6875000000000007
128.0,0.0,182.57996964454648,53.41258978843689,57.18948554992676,1.0,1.0,0.6781250000000006
128.0,0.0,182.57996964454648,53.41258978843689,57.18948554992676,1.0,1.0,0.6718750000000007
128.0,0.0,182.57996964454648,53.41258978843689,57.18948554992676,1.0,1.0,0.6656250000000007
128.0,0.0,182.57996964454648,53.41258978843689,57.18948554992676,1.0,1.0,0.6593750000000007
128.0,0.0,182.57996964454648,53.41258978843689,57.18948554992676,1.0,1.0,0.6531250000000007
128.0,0.0,182.57996964454648,53.41258978843689,57.18948554992676,1.0,1.0,0.6468750000000008
128.0,0.0,182.57996964454648,53.41258978843689,57.18948554992676,1.0,1.0,0.6406250000000008
128.0,0.0,182.41219854354858,53.41258978843689,56.98079466819763,1.0,1.0,0.6343750000000008
128.0,0.0,182.41219854354858,53.7399480342865,56.98079466819763,1.0,1.0,0.6281250000000008
128.0,0.0,182.41219854354858,53.7399480342865,56.98079466819763,1.0,1.0,0.6218750000000008
128.0,0.0,182.41219854354858,53.7399480342865,56.98079466819763,1.0,1.0,0.6125000000000009
128.0,0.0,182.41219854354858,53.7399480342865,56.98079466819763,1.0,1.0,0.6062500000000008
128.0,0.0,182.41219854354858,53.7399480342865,56.98079466819763,1.0,1.0,0.600000000000001
128.0,0.0,182.41219854354858,53.7399480342865,56.98079466819763,1.0,1.0,0.5937500000000009
128.0,0.0,182.41219854354858,53.7399480342865,56.98079466819763,1.0,1.0,0.587500000000001
128.0,0.0,182.41219854354858,53.7399480342865,56.98079466819763,1.0,1.0,0.99375
128.0,0.0,182.41219854354858,53.7399480342865,56.98079466819763,1.0,1.0,0.9875
128.0,0.0,182.41219854354858,53.7399480342865,56.98079466819763,1.0,1.0,0.984375
128.0,0.0,182.41219854354858,53.41258978843689,56.98079466819763,1.0,1.0,0.98125
128.0,0.0,182.41219854354858,53.41258978843689,56.98079466819763,1.0,1.0,0.975
128.0,0.0,182.41219854354858,53.41258978843689,56.98079466819763,1.0,1.0,0.96875
128.0,0.0,182.41219854354858,53.41258978843689,56.98079466819763,1.0,1.0,0.959375
128.0,0.0,182.41219854354858,53.41258978843689,56.98079466819763,1.0,1.0,0.953125
128.0,0.0,182.41219854354858,53.41258978843689,56.98079466819763,1.0,1.0,0.953125
128.0,0.0,182.41219854354858,53.41258978843689,56.98079466819763,1.0,1.0,0.946875
128.0,0.0,182.41219854354858,53.41258978843689,56.98079466819763,1.0,1.0,0.9406249999999999
128.0,0.0,177.89465475082397,53.41258978843689,56.98079466819763,1.0,1.0,0.93125
128.0,0.0,177.89465475082397,53.41258978843689,54.23507738113403,1.0,1.0,0.9249999999999999
128.0,0.0,177.89465475082397,53.41258978843689,54.23507738113403,1.0,1.0,0.921875
128.0,0.0,177.89465475082397,53.41258978843689,54.23507738113403,1.0,1.0,0.9156249999999999
128.0,0.0,177.89465475082397,53.41258978843689,54.23507738113403,1.0,1.0,0.9093749999999999
128.0,0.0,177.89465475082397,53.41258978843689,54.23507738113403,1.0,1.0,0.903125
128.0,0.0,177.89465475082397,53.41258978843689,54.23507738113403,1.0,1.0,0.896875
128.0,0.0,177.89465475082397,53.41258978843689,54.23507738113403,1.0,1.0,0.8875
128.0,0.0,177.89465475082397,53.41258978843689,54.23507738113403,1.0,1.0,0.8843749999999999
128.0,0.0,177.89465475082397,53.41258978843689,49.737993478775024,1.0,1.0,0.875
128.0,0.0,177.89465475082397,49.34516358375549,49.737993478775024,1.0,1.0,0.8687499999999999
128.0,0.0,177.89465475082397,49.34516358375549,49.737993478775024,1.0,1.0,0.8625
128.0,0.0,177.89465475082397,49.34516358375549,49.737993478775024,1.0,1.0,0.853125
128.0,0.0,177.89465475082397,49.34516358375549,49.737993478775024,1.0,1.0,0.846875
128.0,0.0,177.89465475082397,49.34516358375549,49.737993478775024,1.0,1.0,0.8406250000000001
128.0,0.0,177.89465475082397,49.34516358375549,49.737993478775024,1.0,1.0,0.8343750000000001
128.0,0.0,177.89465475082397,49.34516358375549,49.737993478775024,1.0,1.0,0.8250000000000002
128.0,0.0,177.89465475082397,49.34516358375549,49.737993478775024,1.0,1.0,0.8187500000000001
128.0,0.0,172.60781908035278,49.34516358375549,48.088926315307624,1.0,1.0,0.8125000000000002
128.0,0.0,172.60781908035278,49.34516358375549,48.088926315307624,1.0,1.0,0.8062500000000001
128.0,0.0,172.60781908035278,49.34516358375549,48.088926315307624,1.0,1.0,0.7968750000000002
128.0,0.0,172.60781908035278,49.34516358375549,48.088926315307624,1.0,1.0,0.7906250000000002
128.0,0.0,172.60781908035278,49.34516358375549,48.088926315307624,1.0,1.0,0.7812500000000002
128.0,0.0,172.60781908035278,49.34516358375549,48.088926315307624,1.0,1.0,0.7750000000000004
128.0,0.0,172.60781908035278,49.34516358375549,48.088926315307624,1.0,1.0,0.7687500000000003
128.0,0.0,172.60781908035278,49.34516358375549,48.088926315307624,1.0,1.0,0.7625000000000004
128.0,0.0,172.60781908035278,49.34516358375549,48.088926315307624,1.0,1.0,0.7531250000000004
128.0,0.0,172.2640929222107,49.34516358375549,48.088926315307624,1.0,1.0,0.7468750000000004
128.0,0.0,172.2640929222107,49.34516358375549,48.088926315307624,1.0,1.0,0.7406250000000004
128.0,0.0,172.2640929222107,54.271905183792114,48.088926315307624,1.0,1.0,0.7375000000000005
128.0,0.0,172.2640929222107,54.271905183792114,48.088926315307624,1.0,1.0,0.7312500000000004
128.0,0.0,172.2640929222107,54.271905183792114,48.088926315307624,1.0,1.0,0.7250000000000005
128.0,0.0,172.2640929222107,54.271905183792114,48.088926315307624,1.0,1.0,0.7187500000000004
128.0,0.0,172.2640929222107,54.271905183792114,48.088926315307624,1.0,1.0,0.7093750000000005
128.0,0.0,172.2640929222107,54.271905183792114,48.088926315307624,1.0,1.0,0.7031250000000006
128.0,0.0,172.2640929222107,54.271905183792114,48.088926315307624,1.0,1.0,0.7031250000000006
