gamepadLx,gamepadLy,frontSensor,rightSensor,leftSensor,pwm,pwmLeft,pwmRight
128.0,128.0,163.53181171417236,85.1458797454834,27.99322199821472,0.0,0.0,0.0
128.0,128.0,163.53181171417236,85.1458797454834,27.99322199821472,0.0,0.0,0.0
128.0,128.0,164.02694106101993,84.64665842056274,27.665863752365112,0.0,0.0,0.0
128.0,128.0,164.02694106101993,85.1458797454834,27.665863752365112,0.0,0.0,0.0
128.0,128.0,164.02694106101993,85.1458797454834,27.665863752365112,0.0,0.0,0.0
128.0,128.0,165.17678689956665,85.65737700462341,27.64949584007263,0.0,0.0,0.0
128.0,128.0,165.17678689956665,85.31774282455444,27.64949584007263,0.0,0.0,0.0
128.0,128.0,165.17678689956665,85.31774282455444,27.64949584007263,0.0,0.0,0.0
128.0,128.0,164.01057314872745,85.31774282455444,27.64949584007263,0.0,0.0,0.0
128.0,128.0,164.35429930686948,85.31774282455444,27.61266803741455,0.0,0.0,0.0
128.0,128.0,164.01057314872745,85.31774282455444,27.59630012512207,0.0,0.0,0.0
128.0,128.0,164.01057314872745,85.31774282455444,27.61266803741455,0.0,0.0,0.0
128.0,128.0,163.87553787231445,85.31774282455444,27.61266803741455,0.0,0.0,0.0
128.0,128.0,163.87553787231445,85.31774282455444,27.61266803741455,0.0,0.0,0.0
128.0,128.0,163.87553787231445,85.00675249099731,27.59630012512207,0.0,0.0,0.0
128.0,128.0,163.87553787231445,84.64665842056274,27.28940176963806,0.0,0.0,0.0
128.0,120.0,163.80597424507144,84.52799105644226,27.28940176963806,0.00390625,0.00390625,0.00390625
128.0,116.0,163.87553787231445,84.52799105644226,27.59630012512207,0.0087890625,0.0087890625,0.0087890625
128.0,115.0,163.87553787231445,84.64665842056274,27.59630012512207,0.01031494140625,0.01031494140625,0.01031494140625
128.0,114.0,163.87553787231445,84.64665842056274,27.59630012512207,0.011962890625,0.011962890625,0.011962890625
128.0,113.0,163.80597424507144,84.64665842056274,27.56356430053711,0.01373291015625,0.01373291015625,0.01373291015625
128.0,107.0,163.87553787231445,84.66302633285522,27.73542737960815,0.02691650390625,0.02691650390625,0.02691650390625
128.0,103.0,164.07604479789734,84.66302633285522,27.73542737960815,0.03814697265625,0.03814697265625,0.03814697265625
128.0,102.0,164.09650468826294,83.73823928833008,27.56356430053711,0.041259765625,0.041259765625,0.041259765625
