gamepadLx,gamepadLy,frontSensor,rightSensor,leftSensor,pwm,pwmLeft,pwmRight,steerLeft,steerRight
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,108.22872805595398,41.8609356880188,11.412526845932007,-1.0,0.0,0.0,0.0,0.0
