gamepadLx,gamepadLy,frontSensor,rightSensor,leftSensor,pwm,pwmLeft,pwmRight,steerLeft,steerRight
128.0,128.0,52.05814504623413,5.974287986755371,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.2263538360595705,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.244358539581299,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.230718612670898,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.217078685760498,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.203438758850098,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.189798831939697,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.176158905029297,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.05814504623413,6.1625189781188965,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.062509822845456,6.148879051208496,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.06687459945679,6.135239124298096,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.071239376068114,6.121599197387695,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.075604152679446,6.107959270477295,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.07996892929077,6.0943193435668945,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.0843337059021,6.080679416656494,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.08869848251343,6.067039489746094,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.093063259124754,6.053399562835693,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.09742803573609,6.039759635925293,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.10179281234741,6.039759635925293,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.10615758895874,6.039759635925293,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.11052236557007,6.039759635925293,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.114887142181395,6.039759635925293,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.143530988693236,6.035394859313965,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.17217483520508,6.031030082702637,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.19645390510559,6.026665306091308,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.2207329750061,6.02230052947998,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.245012044906616,6.017935752868652,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.26929111480713,6.013570976257324,28.954836845397946,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.294661378860475,6.0092061996459964,28.967385578155515,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.32003164291382,6.004841423034668,28.979934310913084,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.34540190696716,6.00047664642334,28.99248304367065,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.370772171020505,5.996111869812012,29.00503177642822,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.396142435073855,5.991747093200684,29.017580509185787,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.4215126991272,5.987382316589356,29.030129241943357,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.44688296318054,5.983017539978027,29.042677974700926,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.472253227233885,5.978652763366699,29.0964192867279,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.49762349128722,5.974287986755371,29.15016059875488,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.498714685440056,5.974287986755371,29.203901910781855,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.49980587959289,5.974287986755371,29.257643222808834,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.50089707374572,5.974287986755371,29.311384534835813,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.501988267898554,5.974287986755371,29.36512584686279,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.50307946205138,5.974287986755371,29.637378787994386,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.50417065620422,5.974287986755371,29.909631729125977,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.50417065620422,5.974287986755371,30.1693359375,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.50417065620422,5.974287986755371,30.429040145874023,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.50417065620422,5.974287986755371,30.688744354248048,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.507444238662714,5.971832799911499,30.94844856262207,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.51071782112121,5.969377613067627,31.44957947731018,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.5139914035797,5.966922426223755,31.950710391998292,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.5172649860382,5.964467239379883,32.451841306686404,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.5205385684967,5.962012052536011,32.9117796421051,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.5238121509552,5.9595568656921385,33.3717179775238,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.608379697799684,5.957101678848266,33.831656312942506,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.69294724464417,5.954646492004395,34.71279559135437,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.77751479148865,5.952191305160523,35.59393486976624,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.86208233833313,5.94973611831665,36.4750741481781,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,52.946649885177614,5.947280931472778,37.13770179748535,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,53.031217432022096,5.944825744628906,37.8003294467926,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,53.11578497886658,5.9423705577850345,38.462957096099856,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,53.20035252571106,5.939915370941162,39.1255847454071,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,53.28492007255554,5.93746018409729,39.78821239471436,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,53.36621403694153,5.93746018409729,40.450840044021604,-1.0,0.0,0.0,0.0,0.0
128.0,128.0,53.44750800132751,5.93746018409729,40.87204098701477,-1.0,0.0,0.0,0.0,0.0
