frontSensor,rightSensor,leftSensor,pwm
163.5318117141724,85.38730645179749,25.8121976852417,0.01763916015625
163.5318117141724,85.34843266010284,25.79071480035782,0.02789306640625
163.5318117141724,85.3095588684082,25.769231915473938,0.03814697265625
163.5318117141724,85.30546689033508,25.758490473031998,0.04582977294921875
163.5318117141724,85.31528763771057,25.752045607566835,0.052484130859375
163.53317570686343,85.32183480262756,25.737519085407257,0.057291666666666664
163.53531912394934,85.32651134899685,25.718374473708018,0.06104387555803571
163.56659352779388,85.3300187587738,25.701970025897026,0.08087921142578125
163.59091806411743,85.33274674415588,25.689211010932922,0.11315239800347222
163.61037769317628,85.3639821767807,25.679003798961638,0.14188232421875
163.62629920786077,85.38953843983737,25.67065244371241,0.18558571555397727
163.63240617513657,85.41083532571793,25.663692981004715,0.22835286458333334
163.62970442038315,85.42885576761685,25.657804204867436,0.27287879356971156
163.62738863059454,85.436702472823,25.654218103204453,0.31616646902901785
163.62538161277772,85.4355917930603,25.659294104576112,0.3546630859375
163.623625472188,85.43461994826794,25.66373560577631,0.39305877685546875
163.62771745026112,85.4366659373045,25.65862063318491,0.4544563293457031
163.63180942833424,85.44357115030289,25.656191021203995,0.5145721435546875
163.63590140640736,85.45533558726311,25.656446769833565,0.5734062194824219
163.63999338448048,85.46326379477978,25.651076048612595,0.6316013336181641
163.6440853625536,85.4673557728529,25.645705327391624,0.6891574859619141
163.65636129677296,85.47681847214699,25.644170835614204,0.7465744018554688
163.67349645495415,85.48628117144108,25.643403589725494,0.8038520812988281
163.68014591932297,85.49574387073517,25.643659338355064,0.8526191711425781
163.6867953836918,85.50520657002926,25.646984070539474,0.8919105529785156
163.6934448480606,85.49651111662388,25.650308802723885,0.92938232421875
163.70520928502083,85.50162608921528,25.653633534908295,0.9529685974121094
163.72362318634987,85.52208597958088,25.658237010240555,0.9717941284179688
163.74843080341816,85.54254586994648,25.667955458164215,0.9838447570800781
163.7719596773386,85.57911792397499,25.676395162940025,0.9914131164550781
163.79548855125904,85.62310668826103,25.678185403347015,0.9980621337890625
163.81901742517948,85.66709545254707,25.679975643754005,1.0
163.84254629909992,85.71108421683311,25.681765884160992,1.0
163.86530792713165,85.71440894901752,25.683556124567982,1.0
163.88679081201553,85.71773368120193,25.682533130049702,1.0
163.9082736968994,85.72105841338634,25.685857862234112,1.0
163.9220841228962,85.72438314557076,25.686113610863682,1.0
163.92003813385963,85.72770787775517,25.686369359493252,1.0
163.9126214236021,85.73103260993958,25.689694091677662,1.0
163.89957824349403,85.73742632567883,25.693018823862072,1.0
163.8717016428709,85.74382004141808,25.694041818380352,1.0
163.84382504224777,85.75021375715733,25.695064812898632,1.0
163.81083346903324,85.7427970468998,25.696343556046482,1.0
163.77656315267086,85.72003541886806,25.696343556046482,1.0
163.7540572732687,85.69727379083633,25.698645293712612,1.0
163.7328301370144,85.66504946351051,25.700947031378742,1.0
163.71160300076008,85.63282513618469,25.702225774526593,1.0
163.6934448480606,84.17608094215393,25.703504517674446,1.0
163.67528669536114,82.71933674812317,25.704783260822296,1.0
163.65789578855038,81.30325658619404,25.702737271785736,0.9375
163.64817734062672,79.88717642426491,25.703504517674446,0.875
163.63845889270306,79.84421065449715,25.705550506711006,0.8125
163.6364129036665,79.80124488472939,25.710665479302406,0.75
163.6415278762579,79.79382817447186,25.717059195041656,0.6875
163.6466428488493,79.78641146421432,25.725243151187897,0.625
163.64792159199715,79.77592577040195,25.735728845000267,0.5625
163.66403375566006,79.76544007658958,25.745447292923927,0.5
163.68014591932297,79.75495438277721,25.755165740847588,0.4375
163.69625808298588,79.74446868896484,25.764628440141678,0.375
163.7123702466488,79.73398299515247,25.772045150399208,0.3125
163.71850821375847,79.73833072185516,25.769743412733078,0.25
163.72464618086815,79.74267844855785,25.767441675066948,0.1875
163.73845660686493,79.74702617526054,25.763093948364258,0.125
163.75124403834343,81.17589376866817,25.758746221661568,0.0625
163.76403146982193,82.60578435659409,25.754398494958878,0.0
163.77681890130043,84.03567494452,25.753375500440598,0.0
163.78116662800312,85.46556553244591,25.752352505922318,0.0
163.7855143547058,85.52131873369217,25.751329511404037,0.0
163.7898620814085,85.56863223016262,25.750306516885757,0.0
163.79190807044506,85.53947688639164,25.755677238106728,0.0
163.79395405948162,85.50392782688141,25.759257718920708,0.0
163.7829568684101,85.46837876737118,25.760536462068558,0.0
163.75814925134182,85.43282970786095,25.761815205216408,0.0
163.73334163427353,85.39728064835072,25.763093948364258,0.0
163.70853401720524,85.38730645179749,25.764372691512108,0.0
163.68372640013695,85.37733225524426,25.767441675066948,0.0
163.66249926388264,85.35252463817596,25.772812396287918,0.0
163.64127212762833,85.32771702110767,25.773068144917488,0.0
163.61237253248692,85.29242371022701,25.775369882583618,0.0
163.58142694830894,85.25713039934635,25.77767162024975,0.0
163.55048136413097,85.22081409394741,25.77997335791588,0.0
163.51723404228687,85.18449778854847,25.78125210106373,0.0
163.48603270947933,85.15227346122265,25.78253084421158,0.0
163.4548313766718,85.15534244477749,25.78380958735943,0.0
163.42363004386425,85.16812987625599,25.78508833050728,0.0
163.40675063431263,85.21646636724472,25.77869461476803,0.0
163.41442309319973,85.2711965739727,25.763605445623398,0.0
163.4563658684492,85.32592678070068,25.744168549776077,0.0
163.52055877447128,84.69422766566277,25.712967216968536,0.0
163.6458756029606,81.22729924321175,25.644170835614204,0.0
165.857589751482,77.73479595780373,25.575374454259872,0.0
168.0790223479271,74.2422926723957,25.49609237909317,0.0
170.307104408741,70.74978938698769,25.404022872447968,0.0
172.5359537154436,67.26572580635548,25.315789595246315,0.0
