frontSensor,rightSensor,leftSensor,pwm
163.5318117141724,85.38730645179749,25.8121976852417,0.01763916015625
163.5318117141724,85.23181128501894,25.726266145706177,0.05865478515625
163.25764918327332,85.23181128501894,25.726266145706177,0.0791015625
163.54817962646484,85.35457062721251,25.60350680351257,0.08355712890625
163.7855143547058,85.35457062721251,25.58713889122009,0.2197265625
163.7855143547058,85.35457062721251,25.452103614807125,0.371337890625
164.0269410610199,85.64510107040407,25.46847152709961,0.40045166015625
163.85507798194885,85.64510107040407,25.58713889122009,0.62261962890625
163.69958281517032,85.64510107040407,25.58713889122009,0.69879150390625
163.51135182380673,85.64510107040407,25.58713889122009,0.80718994140625
163.51135182380673,85.42004227638246,25.607598781585693,0.87890625
163.51135182380673,85.42004227638246,25.730358123779297,0.89361572265625
163.59728336334229,85.42004227638246,25.799921751022328,0.968994140625
163.59728336334229,85.53870964050294,25.799921751022328,1.0
163.59728336334229,85.42004227638246,25.730358123779297,1.0
163.59728336334229,85.23181128501894,25.730358123779297,1.0
163.59728336334229,85.23181128501894,25.64033460617065,1.0
163.59728336334229,85.72694063186646,25.591230869293213,1.0
163.73641061782837,85.23181128501894,25.574862957000732,1.0
163.8919057846069,85.50597381591795,25.64033460617065,1.0
163.82234215736392,85.72694063186646,25.64033460617065,1.0
163.8919057846069,85.50597381591795,25.574862957000732,1.0
163.99420523643494,85.19498348236083,25.55440306663513,1.0
163.8919057846069,85.26454710960387,25.64033460617065,1.0
163.97374534606934,85.97245931625366,25.66079449653625,1.0
164.0596768856049,85.97245931625366,25.742634057998657,1.0
164.0596768856049,86.12386250495909,25.742634057998657,1.0
164.0596768856049,86.12386250495909,25.759001970291127,1.0
163.97374534606934,86.20979404449463,25.759001970291127,1.0
163.97374534606934,86.20979404449463,25.759001970291127,1.0
163.96146941184998,85.45277810096741,25.759001970291127,1.0
163.94100952148438,85.04358029365541,25.713990211486816,1.0
163.94100952148438,85.04358029365541,25.693530321121216,1.0
163.81825017929074,85.47323799133302,25.64442658424377,1.0
163.70367479324344,85.69420480728151,25.64033460617065,1.0
163.70367479324344,85.69420480728151,25.64033460617065,1.0
163.18808555603027,85.62464118003845,25.64033460617065,1.0
163.22082138061526,85.55916953086853,25.65670251846313,1.0
