gamepadLx,gamepadLy,frontSensor,rightSensor,leftSensor,pwm,pwmLeft,pwmRight,steerLeft,steerRight,ticksLeft,ticksRight
128.0,99.0,104.9183177947998,22.280820608139038,25.33343625068665,0.07748262765374814,0.07748262765374814,0.07748262765374814,0.0,0.0,0,0
128.0,99.0,104.9183177947998,22.280820608139038,25.33343625068665,0.07748262765374814,0.07748262765374814,0.07748262765374814,0.0,0.0,0,0
128.0,99.0,104.9183177947998,22.280820608139038,25.33343625068665,0.07748262765374814,0.07748262765374814,0.07748262765374814,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.33343625068665,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.33343625068665,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.33343625068665,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.263872623443604,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.33343625068665,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.33343625068665,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.33343625068665,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.33343625068665,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.33343625068665,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.33343625068665,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.33343625068665,1.0,1.0,1.0,0.0,0.0,0,0
128.0,0.0,104.9183177947998,22.280820608139038,25.33343625068665,1.0,1.0,1.0,0.0,0.0,0,0
