gamepadLx,gamepadLy,frontSensor,rightSensor,leftSensor,pwm,pwmLeft,pwmRight,steerLeft,steerRight,ticksLeft,ticksRight
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.10245680809021,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.550891160964966,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.53452324867249,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.39707922935486,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.984060764312744,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.918589115142822,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.20884823799133,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.689438343048092,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.05335307121277,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.03698515892029,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.03698515892029,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.03698515892029,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.03698515892029,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.03698515892029,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.03698515892029,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.03698515892029,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.03698515892029,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.03698515892029,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.03698515892029,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.03698515892029,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
128.0,128.0,105.03698515892029,22.411763906478882,25.742634057998657,-1.0,0.0,0.0,0.0,0.0,0,0
